#time(sec):	Om (Hz)	tswh0:	tswh1:	tswh2:	tswh3:	tswh4:	tswh5:	tswh6:	tswh7:	tswm0:	tswm1:	tswm2:	tswm3:	tswm4:	tswm5:	tswm6:	tswm7:	tswl0:	tswl1:	tswl2:	tswl3:	tswl4:	tswl5:	tswl6:	tswl7:
23833.5	0.0140	40.2971	40.3508	40.3417	40.1152	40.0674	40.1431	40.1777	40.2771	40.4043	40.3904	40.4373	40.2765	40.2029	40.2725	40.3002	40.3491	40.5958	40.5210	40.5199	40.3722	40.4009	40.4651	40.4349	40.3930
23836.9	0.0140	40.2971	40.3484	40.3450	40.1298	40.0601	40.1421	40.1623	40.2783	40.4056	40.3852	40.4332	40.2792	40.1991	40.2602	40.2940	40.3478	40.5901	40.5210	40.5274	40.3769	40.3961	40.4512	40.4298	40.3903
23840.3	0.0140	40.2958	40.3459	40.3461	40.1417	40.0577	40.1431	40.1481	40.2783	40.4031	40.3831	40.4319	40.2832	40.2017	40.2479	40.2867	40.3438	40.5830	40.5187	40.5374	40.3816	40.4045	40.4290	40.4260	40.3916
23843.8	0.0140	40.2983	40.3421	40.3461	40.1550	40.0565	40.1475	40.1339	40.2771	40.4031	40.3810	40.4373	40.2859	40.2068	40.2489	40.2815	40.3346	40.5787	40.5175	40.5511	40.3851	40.4177	40.4124	40.4184	40.3903
23847.2	0.0140	40.2946	40.3309	40.3483	40.1683	40.0529	40.1475	40.1161	40.2653	40.4018	40.3799	40.4466	40.2927	40.2119	40.2469	40.2753	40.3293	40.5731	40.5233	40.5674	40.3933	40.4345	40.3986	40.4121	40.3877
23850.8	0.0140	40.2870	40.3147	40.3527	40.1790	40.0601	40.1475	40.1031	40.2524	40.3994	40.3799	40.4559	40.3008	40.2196	40.2438	40.2680	40.3214	40.5702	40.5393	40.5900	40.3957	40.4441	40.3903	40.4020	40.3772
23854.2	0.0140	40.2745	40.3072	40.3593	40.1870	40.0662	40.1442	40.0925	40.2360	40.3932	40.3799	40.4626	40.3196	40.2260	40.2408	40.2628	40.3121	40.5688	40.5542	40.6176	40.3969	40.4453	40.3848	40.3944	40.3641
23857.6	0.0140	40.2645	40.2998	40.3626	40.2043	40.0698	40.1431	40.0878	40.2231	40.3882	40.3820	40.4773	40.3385	40.2260	40.2305	40.2566	40.3002	40.5645	40.5611	40.6415	40.3981	40.4453	40.3779	40.3880	40.3484
23861.1	0.0140	40.2520	40.2973	40.3670	40.2230	40.0868	40.1388	40.0772	40.2137	40.3820	40.3904	40.4907	40.3561	40.2273	40.2254	40.2504	40.2884	40.5645	40.5737	40.6604	40.4004	40.4393	40.3710	40.3830	40.3379
23864.5	0.0140	40.2420	40.2960	40.3725	40.2443	40.1062	40.1345	40.0571	40.1997	40.3771	40.3946	40.5067	40.3683	40.2349	40.2173	40.2431	40.2792	40.5660	40.5932	40.6805	40.4016	40.4345	40.3613	40.3792	40.3300
23867.9	0.0140	40.2332	40.3035	40.3824	40.2657	40.1292	40.1270	40.0524	40.1821	40.3684	40.3967	40.5215	40.3751	40.2426	40.2111	40.2379	40.2686	40.5674	40.6139	40.6957	40.4028	40.4285	40.3447	40.3742	40.3222
23871.3	0.0140	40.2270	40.3047	40.3902	40.2818	40.1511	40.1173	40.0465	40.1611	40.3647	40.3999	40.5322	40.3751	40.2503	40.2040	40.2317	40.2634	40.5660	40.6277	40.6982	40.4051	40.4273	40.3254	40.3691	40.3143
23874.7	0.0140	40.2257	40.3035	40.3946	40.3005	40.1693	40.1129	40.0453	40.1400	40.3647	40.4041	40.5469	40.3805	40.2631	40.1979	40.2224	40.2555	40.5645	40.6288	40.7032	40.4063	40.4249	40.3199	40.3653	40.2986
23878.4	0.0140	40.2332	40.3047	40.3990	40.3179	40.1840	40.1108	40.0418	40.1249	40.3659	40.4104	40.5536	40.3845	40.2721	40.1959	40.2120	40.2462	40.5560	40.6150	40.7083	40.4098	40.4225	40.3241	40.3577	40.2842
23881.8	0.0140	40.2382	40.3060	40.4045	40.3313	40.2010	40.1183	40.0559	40.1237	40.3684	40.4114	40.5550	40.3859	40.2811	40.1999	40.2058	40.2423	40.5475	40.5955	40.7070	40.4110	40.4177	40.3158	40.3476	40.2659
23885.2	0.0140	40.2445	40.3097	40.4112	40.3474	40.2193	40.1280	40.0607	40.1330	40.3684	40.4125	40.5509	40.3954	40.2940	40.2030	40.1975	40.2357	40.5404	40.5851	40.7020	40.4075	40.4129	40.3103	40.3363	40.2503
23888.6	0.0140	40.2507	40.3147	40.4167	40.3636	40.2376	40.1399	40.0607	40.1412	40.3697	40.4125	40.5415	40.4049	40.3004	40.2081	40.1923	40.2265	40.5248	40.5817	40.6931	40.4004	40.4069	40.3089	40.3250	40.2425
23892.0	0.0140	40.2545	40.3172	40.4222	40.3756	40.2461	40.1540	40.0524	40.1436	40.3672	40.4135	40.5308	40.4116	40.3055	40.2111	40.1861	40.2200	40.5163	40.5806	40.6818	40.3922	40.4033	40.3130	40.3199	40.2411
23895.5	0.0140	40.2570	40.3197	40.4277	40.3824	40.2535	40.1658	40.0394	40.1412	40.3659	40.4104	40.5188	40.4198	40.3120	40.2183	40.1830	40.2147	40.5078	40.5840	40.6831	40.3886	40.4153	40.3185	40.3161	40.2398
23898.9	0.0140	40.2595	40.3234	40.4299	40.3918	40.2400	40.1766	40.0324	40.1412	40.3622	40.4093	40.5201	40.4252	40.3171	40.2254	40.1820	40.2108	40.4979	40.5863	40.6944	40.3875	40.4309	40.3241	40.3149	40.2438
23902.3	0.0140	40.2583	40.3272	40.4299	40.3958	40.2242	40.1810	40.0289	40.1424	40.3585	40.4051	40.5228	40.4265	40.3184	40.2346	40.1841	40.2029	40.4937	40.5897	40.6957	40.3922	40.4345	40.3309	40.3124	40.2503
23905.9	0.0140	40.2570	40.3322	40.4288	40.3985	40.2425	40.1864	40.0383	40.1494	40.3585	40.4051	40.5215	40.4252	40.3209	40.2397	40.1882	40.2055	40.4894	40.5978	40.6906	40.3992	40.4333	40.3392	40.3136	40.2542
23909.3	0.0140	40.2583	40.3359	40.4266	40.4039	40.2559	40.1885	40.0406	40.1506	40.3561	40.4051	40.5174	40.4265	40.3261	40.2459	40.1913	40.2042	40.4866	40.6070	40.6868	40.4075	40.4333	40.3406	40.3124	40.2529
23912.8	0.0140	40.2570	40.3371	40.4244	40.4093	40.2645	40.1907	40.0300	40.1330	40.3523	40.4062	40.5201	40.4265	40.3312	40.2469	40.1954	40.2016	40.4838	40.6161	40.6805	40.4145	40.4357	40.3420	40.3124	40.2503
23916.2	0.0140	40.2583	40.3409	40.4189	40.4120	40.2681	40.1896	40.0206	40.1214	40.3499	40.4083	40.5174	40.4265	40.3377	40.2500	40.1965	40.1989	40.4795	40.6253	40.6705	40.4204	40.4381	40.3420	40.3111	40.2451
23919.6	0.0140	40.2608	40.3459	40.4123	40.4147	40.2755	40.1875	40.0124	40.1097	40.3462	40.4114	40.5148	40.4252	40.3403	40.2459	40.1944	40.1950	40.4739	40.6380	40.6629	40.4275	40.4357	40.3392	40.3124	40.2438
23923.0	0.0140	40.2608	40.3484	40.4067	40.4133	40.2853	40.1821	40.0042	40.1004	40.3437	40.4178	40.5027	40.4252	40.3415	40.2418	40.1944	40.1924	40.4711	40.6277	40.6679	40.4499	40.4297	40.3406	40.3111	40.2411
23926.5	0.0140	40.2532	40.3496	40.4045	40.4120	40.2902	40.1734	40.0018	40.0946	40.3400	40.4220	40.4933	40.4252	40.3454	40.2387	40.1954	40.1884	40.4626	40.6081	40.6793	40.4782	40.4309	40.3406	40.3136	40.2359
23930.0	0.0140	40.2457	40.3546	40.4045	40.4133	40.2963	40.1658	39.9959	40.0957	40.3351	40.4241	40.4907	40.4211	40.3493	40.2346	40.1913	40.1845	40.4555	40.5886	40.6843	40.4888	40.4345	40.3420	40.3187	40.2346
23933.6	0.0140	40.2407	40.3546	40.4045	40.4079	40.2938	40.1680	39.9807	40.0969	40.3301	40.4209	40.4813	40.4198	40.3544	40.2346	40.1892	40.1806	40.4513	40.5748	40.6805	40.4959	40.4429	40.3378	40.3237	40.2281
23937.0	0.0140	40.2420	40.3583	40.4089	40.4066	40.2853	40.1658	39.9713	40.0899	40.3289	40.4167	40.4746	40.4198	40.3557	40.2367	40.1830	40.1753	40.4470	40.5633	40.6717	40.5054	40.4634	40.3365	40.3262	40.2216
23940.4	0.0140	40.2457	40.3583	40.4078	40.4066	40.2730	40.1648	39.9771	40.0934	40.3264	40.4146	40.4613	40.4225	40.3622	40.2418	40.1789	40.1753	40.4428	40.5588	40.6667	40.5278	40.4790	40.3406	40.3212	40.2151
23943.9	0.0140	40.2520	40.3596	40.4045	40.4093	40.2571	40.1626	39.9924	40.1027	40.3227	40.4125	40.4466	40.4279	40.3712	40.2459	40.1717	40.1714	40.4400	40.5656	40.6616	40.5634	40.4838	40.3461	40.3174	40.2125
23947.3	0.0140	40.2545	40.3546	40.3990	40.4133	40.2400	40.1550	40.0042	40.1121	40.3215	40.4083	40.4413	40.4347	40.3828	40.2479	40.1686	40.1714	40.4329	40.5714	40.6528	40.5895	40.4838	40.3309	40.3136	40.2138
23950.7	0.0140	40.2608	40.3496	40.3924	40.4174	40.2400	40.1453	40.0147	40.1155	40.3190	40.4041	40.4413	40.4388	40.4009	40.2489	40.1624	40.1727	40.4273	40.5668	40.6491	40.6156	40.4850	40.3241	40.3086	40.2216
23954.1	0.0140	40.2595	40.3421	40.3869	40.4227	40.2400	40.1334	40.0194	40.1237	40.3165	40.3999	40.4413	40.4456	40.4202	40.2530	40.1582	40.1727	40.4216	40.5611	40.6516	40.6334	40.4862	40.3213	40.3048	40.2255
23957.5	0.0140	40.2608	40.3322	40.3824	40.4241	40.2633	40.1183	40.0218	40.1284	40.3141	40.3946	40.4413	40.4551	40.4422	40.2632	40.1541	40.1780	40.4174	40.5519	40.6541	40.6465	40.4923	40.3172	40.3035	40.2307
23961.1	0.0140	40.2583	40.3135	40.3802	40.4241	40.2902	40.1108	40.0253	40.1342	40.3153	40.3946	40.4373	40.4578	40.4590	40.2735	40.1500	40.1806	40.4146	40.5393	40.6579	40.6560	40.4959	40.3144	40.3010	40.2333
23964.5	0.0140	40.2557	40.2960	40.3791	40.4187	40.3061	40.1043	40.0300	40.1365	40.3128	40.3904	40.4373	40.4619	40.4759	40.2868	40.1479	40.1845	40.4090	40.5336	40.6566	40.6596	40.4983	40.3199	40.2998	40.2320
23968.0	0.0140	40.2482	40.2799	40.3780	40.4187	40.3196	40.1043	40.0418	40.1424	40.3091	40.3873	40.4359	40.4591	40.4914	40.2981	40.1500	40.1884	40.4033	40.5313	40.6528	40.6644	40.4983	40.3558	40.2985	40.2359
23971.4	0.0140	40.2395	40.2687	40.3791	40.4227	40.3306	40.1065	40.0383	40.1342	40.3079	40.3820	40.4399	40.4578	40.4940	40.3083	40.1520	40.1911	40.3991	40.5267	40.6503	40.6656	40.5043	40.3737	40.2960	40.2385
23974.8	0.0140	40.2257	40.2600	40.3802	40.4241	40.3392	40.1119	40.0324	40.1121	40.3042	40.3778	40.4426	40.4551	40.4824	40.3216	40.1531	40.1937	40.3963	40.5278	40.6528	40.6596	40.5164	40.3806	40.2973	40.2425
23978.2	0.0140	40.2045	40.2562	40.3769	40.4268	40.3429	40.1194	40.0394	40.0829	40.3042	40.3757	40.4453	40.4537	40.4772	40.3298	40.1551	40.1976	40.3920	40.5393	40.6491	40.6572	40.5224	40.3903	40.2960	40.2438
23981.7	0.0140	40.1921	40.2600	40.3703	40.4241	40.3502	40.1291	40.0512	40.0596	40.2980	40.3789	40.4453	40.4510	40.4785	40.3350	40.1551	40.2016	40.3892	40.5496	40.6440	40.6620	40.5309	40.3889	40.2960	40.2464
23985.1	0.0140	40.1833	40.2600	40.3604	40.4187	40.3539	40.1399	40.0736	40.0352	40.2931	40.3841	40.4493	40.4496	40.4798	40.3432	40.1572	40.1963	40.3850	40.5519	40.6541	40.6715	40.5381	40.3834	40.2973	40.2490
23988.7	0.0140	40.1684	40.2625	40.3505	40.4106	40.3514	40.1475	40.0665	40.0143	40.2931	40.3915	40.4533	40.4551	40.4811	40.3504	40.1675	40.1950	40.3836	40.5553	40.6705	40.6810	40.5514	40.3972	40.3010	40.2594
23992.1	0.0140	40.1522	40.2625	40.3505	40.4012	40.3330	40.1561	40.0583	40.0097	40.2919	40.3967	40.4653	40.4605	40.4875	40.3596	40.1727	40.1911	40.3808	40.5542	40.6893	40.6834	40.5586	40.4000	40.3061	40.2712
23995.5	0.0140	40.1385	40.2612	40.3549	40.3958	40.3232	40.1637	40.0689	40.0248	40.2882	40.3988	40.4813	40.4686	40.4837	40.3709	40.1841	40.1858	40.3822	40.5645	40.7108	40.6799	40.5635	40.4014	40.3111	40.2764
23998.9	0.0140	40.1261	40.2674	40.3604	40.3891	40.3183	40.1723	40.1008	40.0376	40.2845	40.4020	40.5067	40.4755	40.4798	40.3802	40.1923	40.1819	40.3808	40.5771	40.7108	40.6703	40.5756	40.4014	40.3124	40.2764
24002.4	0.0140	40.1124	40.2761	40.3670	40.3851	40.3110	40.1799	40.1208	40.0434	40.2771	40.4009	40.5241	40.4836	40.4733	40.3925	40.2037	40.1780	40.3836	40.5886	40.7095	40.6703	40.5756	40.4097	40.3161	40.2764
24005.8	0.0140	40.1112	40.2861	40.3758	40.3864	40.3049	40.1853	40.1185	40.0422	40.2722	40.3999	40.5335	40.4891	40.4694	40.4018	40.2172	40.1780	40.3864	40.5783	40.6931	40.6525	40.5562	40.4138	40.3174	40.2790
24009.2	0.0140	40.1112	40.2836	40.3824	40.3877	40.3024	40.1907	40.1197	40.0410	40.2685	40.3978	40.5322	40.4904	40.4668	40.4080	40.2265	40.1806	40.3906	40.5553	40.6616	40.6310	40.5417	40.4180	40.3224	40.2803
24012.6	0.0140	40.1149	40.2724	40.3880	40.3958	40.3036	40.1950	40.1256	40.0376	40.2697	40.3915	40.5201	40.4863	40.4668	40.4121	40.2358	40.1832	40.3920	40.5336	40.6289	40.6108	40.5478	40.4318	40.3237	40.2829
24016.3	0.0140	40.1186	40.2662	40.3880	40.3999	40.2938	40.2005	40.1256	40.0318	40.2685	40.3862	40.4960	40.4755	40.4655	40.4152	40.2452	40.1871	40.3920	40.5141	40.6000	40.5918	40.5635	40.4415	40.3287	40.2895
24019.7	0.0140	40.1124	40.2538	40.3847	40.4025	40.2926	40.2048	40.1173	40.0248	40.2673	40.3799	40.4773	40.4673	40.4629	40.4141	40.2545	40.1963	40.3920	40.4981	40.5787	40.5776	40.5744	40.4540	40.3325	40.2947
24023.1	0.0140	40.1037	40.2389	40.3758	40.4039	40.2889	40.2113	40.1256	40.0306	40.2648	40.3705	40.4546	40.4578	40.4577	40.4162	40.2607	40.2016	40.3920	40.4855	40.5612	40.5764	40.5998	40.4623	40.3350	40.3025
24026.5	0.0140	40.0975	40.2265	40.3604	40.3999	40.2816	40.2167	40.1279	40.0352	40.2611	40.3610	40.4292	40.4483	40.4590	40.4193	40.2649	40.2081	40.3892	40.4741	40.5411	40.5788	40.6216	40.4748	40.3401	40.3143
24029.9	0.0140	40.0950	40.2165	40.3483	40.3931	40.2718	40.2232	40.1173	40.0399	40.2611	40.3474	40.4079	40.4347	40.4552	40.4214	40.2690	40.2134	40.3850	40.4627	40.5236	40.5847	40.6531	40.4901	40.3489	40.3222
24033.3	0.0140	40.0963	40.2103	40.3384	40.3877	40.2681	40.2286	40.1185	40.0422	40.2599	40.3390	40.3986	40.4238	40.4590	40.4306	40.2742	40.2160	40.3850	40.4524	40.5074	40.6025	40.6786	40.5053	40.3615	40.3195
24036.8	0.0140	40.0913	40.2079	40.3306	40.3797	40.2559	40.2340	40.1362	40.0434	40.2574	40.3359	40.3933	40.4116	40.4733	40.4410	40.2805	40.2200	40.3836	40.4479	40.4961	40.6275	40.6896	40.5248	40.3754	40.3182
24040.2	0.0140	40.0851	40.2066	40.3240	40.3703	40.2718	40.2395	40.1504	40.0376	40.2574	40.3285	40.3880	40.4062	40.4837	40.4523	40.2888	40.2226	40.3822	40.4490	40.4899	40.6489	40.6665	40.5471	40.3893	40.3156
24043.8	0.0140	40.0777	40.2054	40.3174	40.3474	40.2975	40.2449	40.1623	40.0445	40.2562	40.3202	40.3813	40.4089	40.4901	40.4647	40.2971	40.2252	40.3794	40.4536	40.4824	40.6584	40.6483	40.5568	40.4020	40.3143
24047.3	0.0140	40.0702	40.2004	40.3097	40.3059	40.3110	40.2514	40.1706	40.0585	40.2513	40.3107	40.3747	40.4130	40.4901	40.4812	40.3065	40.2278	40.3723	40.4547	40.4799	40.6525	40.6398	40.5791	40.4133	40.3156
24050.7	0.0140	40.0653	40.1955	40.3021	40.2844	40.3183	40.2655	40.1765	40.0748	40.2439	40.3086	40.3653	40.4116	40.4875	40.4926	40.3179	40.2331	40.3709	40.4501	40.4874	40.6406	40.6301	40.6056	40.4235	40.3130
24054.1	0.0140	40.0591	40.1918	40.2889	40.2764	40.3208	40.2829	40.2061	40.0829	40.2390	40.3055	40.3574	40.4116	40.4785	40.4967	40.3273	40.2384	40.3681	40.4399	40.4924	40.6299	40.6155	40.6224	40.4285	40.3104
24057.5	0.0140	40.0529	40.1893	40.2691	40.2657	40.3232	40.2981	40.2228	40.0771	40.2279	40.3066	40.3494	40.4116	40.4694	40.4998	40.3366	40.2384	40.3583	40.4296	40.5011	40.6215	40.6058	40.6448	40.4336	40.3078
24061.0	0.0140	40.0479	40.1893	40.2504	40.2577	40.3183	40.3123	40.2418	40.0678	40.2230	40.3066	40.3374	40.4089	40.4629	40.5040	40.3471	40.2476	40.3512	40.4217	40.5074	40.6156	40.6119	40.6602	40.4387	40.3051
24064.4	0.0140	40.0405	40.1856	40.2285	40.2523	40.3196	40.3199	40.2667	40.0620	40.2181	40.3034	40.3295	40.4076	40.4526	40.5040	40.3554	40.2515	40.3456	40.4171	40.5199	40.6203	40.6216	40.6896	40.4450	40.3025
24067.8	0.0140	40.0417	40.1757	40.2121	40.2457	40.3232	40.3275	40.2870	40.0562	40.2107	40.3013	40.3268	40.4062	40.4500	40.5050	40.3658	40.2594	40.3386	40.4148	40.5311	40.6299	40.6325	40.7022	40.4501	40.2947
24071.5	0.0140	40.0492	40.1720	40.2001	40.2390	40.3306	40.3351	40.3096	40.0503	40.2058	40.2982	40.3335	40.4008	40.4461	40.5060	40.3794	40.2634	40.3330	40.4148	40.5411	40.6322	40.6398	40.6994	40.4564	40.2803
24074.9	0.0140	40.0615	40.1670	40.1891	40.2310	40.3355	40.3395	40.3251	40.0596	40.2021	40.2940	40.3428	40.4008	40.4383	40.5050	40.3888	40.2660	40.3246	40.4137	40.5424	40.6299	40.6422	40.6980	40.4678	40.2738
24078.3	0.0140	40.0715	40.1695	40.1826	40.2230	40.3380	40.3438	40.3347	40.0724	40.2009	40.2898	40.3441	40.4035	40.4241	40.4978	40.4003	40.2660	40.3246	40.4125	40.5411	40.6310	40.6507	40.6966	40.4818	40.2646
24081.7	0.0140	40.0814	40.1695	40.1738	40.2110	40.3416	40.3471	40.3431	40.0946	40.1997	40.2867	40.3454	40.4076	40.4177	40.4957	40.4097	40.2660	40.3203	40.4125	40.5349	40.6441	40.6555	40.6952	40.4894	40.2620
24085.1	0.0140	40.0913	40.1633	40.1640	40.2016	40.3429	40.3482	40.3443	40.1179	40.2058	40.2846	40.3348	40.4143	40.4267	40.4967	40.4170	40.2713	40.3232	40.4182	40.5324	40.6572	40.6580	40.6896	40.4932	40.2581
24088.6	0.0140	40.0987	40.1534	40.1476	40.2070	40.3343	40.3493	40.3431	40.1354	40.2058	40.2825	40.3228	40.4184	40.4396	40.4947	40.4223	40.2713	40.3232	40.4205	40.5249	40.6667	40.6580	40.6840	40.4919	40.2555
24092.0	0.0140	40.1062	40.1411	40.1345	40.2096	40.3269	40.3493	40.3454	40.1482	40.2095	40.2794	40.3069	40.4238	40.4409	40.4926	40.4233	40.2752	40.3260	40.4205	40.5161	40.6715	40.6507	40.6784	40.4894	40.2529
24095.4	0.0140	40.1149	40.1299	40.1236	40.2243	40.3245	40.3515	40.3514	40.1564	40.2132	40.2762	40.3030	40.4293	40.4435	40.4916	40.4264	40.2778	40.3274	40.4182	40.5074	40.6799	40.6446	40.6770	40.4856	40.2555
24099.0	0.0140	40.1248	40.1238	40.1116	40.2363	40.3343	40.3526	40.3634	40.1646	40.2156	40.2720	40.2924	40.4388	40.4422	40.4936	40.4264	40.2792	40.3302	40.4148	40.4986	40.6882	40.6325	40.6728	40.4830	40.2516
24102.4	0.0140	40.1286	40.1225	40.1062	40.2403	40.3355	40.3537	40.3670	40.1646	40.2218	40.2679	40.2818	40.4415	40.4358	40.4947	40.4254	40.2805	40.3330	40.4091	40.4874	40.6727	40.6179	40.6685	40.4818	40.2568
24105.8	0.0140	40.1348	40.1201	40.1018	40.2296	40.3429	40.3515	40.3634	40.1634	40.2242	40.2637	40.2738	40.4469	40.4332	40.4967	40.4254	40.2818	40.3344	40.4000	40.4874	40.6548	40.6010	40.6643	40.4780	40.2581
24109.3	0.0140	40.1335	40.1114	40.1029	40.2163	40.3465	40.3471	40.3574	40.1657	40.2267	40.2553	40.2672	40.4496	40.4332	40.4947	40.4223	40.2831	40.3372	40.3966	40.4836	40.6406	40.5901	40.6616	40.4792	40.2646
24112.7	0.0140	40.1398	40.1040	40.1095	40.2030	40.3245	40.3395	40.3550	40.1693	40.2279	40.2480	40.2553	40.4523	40.4332	40.4885	40.4223	40.2844	40.3372	40.3909	40.4824	40.6263	40.5780	40.6573	40.4843	40.2712
24116.1	0.0140	40.1447	40.0991	40.1160	40.1976	40.3000	40.3329	40.3526	40.1763	40.2304	40.2418	40.2421	40.4510	40.4306	40.4823	40.4202	40.2818	40.3400	40.3830	40.4786	40.6061	40.5719	40.6462	40.4919	40.2712
24119.5	0.0140	40.1472	40.0917	40.1225	40.1990	40.2902	40.3264	40.3466	40.1891	40.2328	40.2366	40.2328	40.4401	40.4293	40.4761	40.4191	40.2805	40.3428	40.3739	40.4786	40.5930	40.5659	40.6350	40.5046	40.2712
24122.9	0.0140	40.1547	40.0819	40.1280	40.2016	40.2840	40.3242	40.3454	40.1997	40.2328	40.2313	40.2302	40.4265	40.4293	40.4709	40.4191	40.2805	40.3414	40.3648	40.4711	40.5823	40.5610	40.6294	40.5148	40.2803
24126.6	0.0140	40.1609	40.0683	40.1258	40.2043	40.2828	40.3242	40.3466	40.2090	40.2402	40.2261	40.2262	40.4143	40.4280	40.4688	40.4202	40.2831	40.3414	40.3591	40.4587	40.5740	40.5671	40.6322	40.5250	40.2986
24130.0	0.0140	40.1659	40.0523	40.1269	40.2070	40.2865	40.3242	40.3502	40.2231	40.2439	40.2178	40.2249	40.4021	40.4267	40.4678	40.4243	40.2871	40.3428	40.3534	40.4462	40.5657	40.5937	40.6476	40.5326	40.3169
24133.4	0.0140	40.1721	40.0326	40.1302	40.1963	40.2951	40.3264	40.3658	40.2325	40.2476	40.2074	40.2249	40.3940	40.4202	40.4678	40.4285	40.2936	40.3456	40.3444	40.4400	40.5539	40.6119	40.6685	40.5428	40.3405
24136.9	0.0140	40.1696	40.0130	40.1291	40.1843	40.3073	40.3319	40.3837	40.2501	40.2537	40.1959	40.2209	40.3859	40.4112	40.4668	40.4359	40.2963	40.3470	40.3376	40.4362	40.5349	40.6301	40.6868	40.5504	40.3536
24140.3	0.0140	40.1646	40.0056	40.1171	40.1657	40.3061	40.3340	40.3897	40.2677	40.2599	40.1835	40.2130	40.3764	40.4034	40.4688	40.4421	40.3055	40.3512	40.3228	40.4300	40.5172	40.6410	40.6868	40.5606	40.3602
24143.7	0.0140	40.1597	40.0081	40.1029	40.1577	40.2926	40.3373	40.4005	40.2830	40.2673	40.1751	40.2024	40.3656	40.3880	40.4657	40.4526	40.3134	40.3555	40.3126	40.4213	40.5136	40.6531	40.6924	40.5683	40.3602
24147.2	0.0140	40.1559	40.0093	40.0910	40.1550	40.2877	40.3438	40.4101	40.3006	40.2734	40.1699	40.1893	40.3494	40.3725	40.4647	40.4579	40.3200	40.3611	40.3126	40.4051	40.5113	40.6580	40.6994	40.5759	40.3562
24150.6	0.0140	40.1584	40.0118	40.0801	40.1590	40.2938	40.3504	40.4173	40.3171	40.2820	40.1627	40.1827	40.3399	40.3557	40.4637	40.4641	40.3253	40.3639	40.3183	40.3890	40.5065	40.6628	40.7008	40.5797	40.3562
24154.2	0.0140	40.1634	40.0142	40.0757	40.1617	40.3000	40.3526	40.4281	40.3312	40.2882	40.1554	40.1774	40.3304	40.3467	40.4554	40.4736	40.3332	40.3695	40.3194	40.3765	40.4983	40.6689	40.6840	40.5823	40.3523
24157.6	0.0140	40.1659	40.0167	40.0768	40.1723	40.3024	40.3547	40.4293	40.3453	40.2907	40.1492	40.1695	40.3264	40.3454	40.4502	40.4767	40.3385	40.3752	40.3149	40.3654	40.4935	40.6750	40.6924	40.5912	40.3575
24161.0	0.0140	40.1709	40.0179	40.0790	40.1856	40.3024	40.3537	40.4244	40.3524	40.2931	40.1471	40.1616	40.3210	40.3467	40.4440	40.4799	40.3425	40.3808	40.3115	40.3542	40.4983	40.6835	40.6966	40.6014	40.3654
24164.5	0.0140	40.1796	40.0240	40.0866	40.1976	40.2987	40.3537	40.4221	40.3595	40.2968	40.1471	40.1603	40.3223	40.3493	40.4389	40.4851	40.3491	40.3850	40.3081	40.3530	40.4983	40.6774	40.6910	40.6078	40.3825
24167.9	0.0140	40.1808	40.0289	40.0953	40.2030	40.2840	40.3515	40.4161	40.3678	40.3042	40.1460	40.1629	40.3237	40.3493	40.4306	40.4904	40.3557	40.3892	40.3081	40.3579	40.4994	40.6689	40.6854	40.6129	40.4008
24171.3	0.0140	40.1871	40.0326	40.1084	40.2083	40.2608	40.3482	40.4137	40.3725	40.3104	40.1429	40.1708	40.3250	40.3506	40.4265	40.4956	40.3557	40.3949	40.3058	40.3579	40.5042	40.6604	40.6714	40.6168	40.4061
24174.7	0.0140	40.1945	40.0376	40.1138	40.2123	40.2498	40.3471	40.4113	40.3701	40.3116	40.1429	40.1787	40.3264	40.3518	40.4224	40.5009	40.3597	40.3991	40.3069	40.3455	40.5006	40.6543	40.6602	40.6232	40.4061
24178.1	0.0140	40.2058	40.0486	40.1073	40.2190	40.2571	40.3438	40.4161	40.3701	40.3165	40.1408	40.1919	40.3250	40.3557	40.4193	40.5061	40.3649	40.4033	40.3047	40.3344	40.4935	40.6604	40.6532	40.6283	40.3969
24181.8	0.0140	40.2170	40.0621	40.1073	40.2243	40.2620	40.3417	40.4173	40.3678	40.3227	40.1429	40.2064	40.3223	40.3583	40.4162	40.5093	40.3702	40.4075	40.3013	40.3232	40.4806	40.6604	40.6490	40.6270	40.3982
24185.2	0.0140	40.2283	40.0708	40.1062	40.2283	40.2608	40.3406	40.4233	40.3689	40.3252	40.1440	40.2170	40.3196	40.3596	40.4141	40.5072	40.3729	40.4090	40.3035	40.3170	40.4817	40.6507	40.6434	40.6193	40.4035
24188.6	0.0140	40.2345	40.0819	40.0986	40.2270	40.2608	40.3406	40.4244	40.3701	40.3277	40.1471	40.2249	40.3169	40.3660	40.4121	40.5051	40.3742	40.4132	40.3058	40.3145	40.4782	40.6446	40.6448	40.6142	40.4061
24192.0	0.0140	40.2407	40.0905	40.0888	40.2283	40.2608	40.3384	40.4221	40.3725	40.3289	40.1502	40.2262	40.3183	40.3699	40.4100	40.4998	40.3769	40.4160	40.3115	40.3158	40.4723	40.6373	40.6657	40.6027	40.4022
24195.4	0.0140	40.2457	40.0979	40.0833	40.2256	40.2608	40.3417	40.4137	40.3737	40.3301	40.1554	40.2236	40.3169	40.3699	40.4111	40.4946	40.3795	40.4174	40.3160	40.3133	40.4711	40.6264	40.6840	40.5951	40.4008
