,N,dim,std,jump,jump_prob,ve,L2,L2_true
95,2,1,0.01,0.3,0.5,0.01,3.60745,0.74035
96,2,1,0.01,0.3,0.5,0.01,3.81637,1.39011
97,2,1,0.01,0.3,0.5,0.01,3.6255,0.80376
98,2,1,0.01,0.3,0.5,0.01,3.60139,0.69903
99,2,1,0.01,0.3,0.5,0.01,3.63862,0.94874
0,2,1,0.01,0.3,0.5,0.0025,3.64176,1.42582
1,2,1,0.01,0.3,0.5,0.0025,3.65102,1.45453
2,2,1,0.01,0.3,0.5,0.0025,3.64064,1.38526
3,2,1,0.01,0.3,0.5,0.0025,3.62052,1.33441
4,2,1,0.01,0.3,0.5,0.0025,3.64814,1.44711
5,2,1,0.01,0.3,0.5,0.0025,3.6456,1.44048
6,2,1,0.01,0.3,0.5,0.0025,3.64067,1.38498
7,2,1,0.01,0.3,0.5,0.0025,3.64042,1.38456
8,2,1,0.01,0.3,0.5,0.0025,3.65442,1.45924
9,2,1,0.01,0.3,0.5,0.0025,3.64172,1.3858
10,2,1,0.01,0.3,0.5,0.0025,3.63039,1.35884
11,2,1,0.01,0.3,0.5,0.0025,3.64248,1.42902
12,2,1,0.01,0.3,0.5,0.0025,3.62993,1.35166
13,2,1,0.01,0.3,0.5,0.0025,3.82208,1.80557
14,2,1,0.01,0.3,0.5,0.0025,3.65166,1.4551
15,2,1,0.01,0.3,0.5,0.0025,3.64,1.41836
16,2,1,0.01,0.3,0.5,0.0025,3.64069,1.38516
17,2,1,0.01,0.3,0.5,0.0025,3.64978,1.45101
18,2,1,0.01,0.3,0.5,0.0025,3.63265,1.36328
19,2,1,0.01,0.3,0.5,0.0025,3.64596,1.44162
20,2,1,0.01,0.3,0.5,0.0025,3.65336,1.45785
21,2,1,0.01,0.3,0.5,0.0025,3.64484,1.43441
22,2,1,0.01,0.3,0.5,0.0025,3.64799,1.44723
23,2,1,0.01,0.3,0.5,0.0025,3.61103,1.32862
24,2,1,0.01,0.3,0.5,0.0025,3.64794,1.44402
25,2,1,0.01,0.3,0.5,0.0025,3.64197,1.38792
26,2,1,0.01,0.3,0.5,0.0025,3.85062,1.86727
27,2,1,0.01,0.3,0.5,0.0025,3.64478,1.43747
28,2,1,0.01,0.3,0.5,0.0025,3.63534,1.37119
